Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,ChrF
Georgian,80,"mo+sc'avl+e-eb-ma (Ø-)i-c-od-nen, rom a+m dge-s mi+g+eb+ul-i nišan-i si+mc'ip-is at'est'at'-ši ča-(Ø-)e-c'er-eb-od-a-t",the pupils knew that the mark received on this day would be recorded for them in the attestation of maturation,The students knew that the mark received that day was being entered into the state certificate.,detailed,40.96
Georgian,81,gmert-i g-c'am-s,‘you believe in God’,God trusts you.,detailed,12.91
Georgian,82,"jer+jer+ob+it k'i, sa+na+m ji+eb+a (ar) da-m+tav+r-eb-ul-a, k'omisia tav-s (Ø-)i-k'av-eb-s p'ublik'aci-isa-gan","But for the time being, until the investigation is completed, the commission is holding back from publication","For the time being, yes: until the investigation is completed, the commission will refrain from publication.",detailed,77.05
Georgian,83,i-c-i ra-s g-e-t'q'v-i a-k'itx-v-in-e m+k'itx+av-s,do you know what I'm going to say to you?... Get the clairvoyant to read the signs!,Do you know what I told you? Make him read it—he’s asking me.,detailed,29.65
Georgian,84,"ar i-q'+o še+mtxv+ev+it-i i+s+i-c, rom asp'irant'-eb-s (Ø-)e-k'itx-eb-od-a-t sa+gan+g+eb+o k'urs-i",Nor was it accidental that a special course used to be read to postgraduates,It was no accident either that the graduate students were given a special course.,detailed,47.21
Georgian,85,romel-ma-c ga-gv-(Ø-)a-cn-o avt'or-eb-s,who introduced us to the authors,Who introduced us to the authors?,detailed,95.12
Georgian,86,ek'onomik'+ur-ma ga+sa+č'ir-ma sa+m+š+ob+l+o-ši da+brun+eb+ul-eb-s u+cx+o-d tav-i,the economic plight caused those who had returned to their homeland to feel foreign,Economic hardship brought the returnees back to their homeland as strangers.,"{'type': 'summary_text', 'text': '**Translating a phrase**\n\nI’m considering the phrase ""foreignly self,"" which feels like it means ""felt like a stranger."" So, the full idea might be: ""Economic hardship returned the returnees to the homeland as strangers to themselves."" Hmm, this seems to imply that economic hardship forced repatriates to return home, but they no longer felt at home there. Therefore, I’m thinking a clearer translation could be: ""Economic hardship brought the returnees back to their homeland as strangers.""'}",39.8
Georgian,87,c'ign-i magida-ze dev-s,‘the/a book is lying on the table’,The book is on the table.,detailed,47.16
Georgian,88,nene-m š(Ø-Ø-)a-vedr-a gvt+a+eba-s tav+is-i p'ir+m+š+o,Nene besought the godhead for protection for her first-born,Grandmother compared the divinity to her own face.,"{'type': 'summary_text', 'text': '**Considering translation nuances**\n\nI’m analyzing the ergative subject structure ""nene-m ... a-vedr-a ..."" in this context. It could suggest that ""Grandmother matched or compared the divinity to her own face."" I wonder if ""likened"" might capture it better. Ultimately, I think I’ll go with ""Grandmother compared the divinity to her own face."" It feels more direct and clear! Let’s settle on that phrasing for now.'}",13.92
Georgian,89,bavšv-eb-s mo-(Ø-)e-c'on-eb-a-t e+s sa+čuk+ar-i,The children will like this present.,The children like this gift.,detailed,53.34
Georgian,90,"nu+tu ver (Ø-Ø-)xvd-eb-l-t, bat'on-o Salva, ra+t'om (Ø-)i-zid-av-s isar-s črdilo+et-i da sa+mxr+et-i?","«Can you really not understand, Sha Iva sir, why the north and south attract the arrow?","If you don’t understand, Mr. Salva, why does the compass needle point north and south?",detailed,39.16
Georgian,91,"p'rezident'-s pex-eb-ze h-k'id-i-a, ra+m+den-i k'ac-i mo-k'vd-a",‘the president doesn't give a damn how many men died’,The president has it hanging on his feet—how many men died?,detailed,52.39
Georgian,92,ra-s (Ø-Ø-Ø-)u-švr-eb-i/(Ø-Ø-Ø-)u-zam?,what are you doing/will you do to X/them?,What are you holding out to him/it—what are you doing?,detailed,45.75
Georgian,93,p'ropesor-s (5ibux-i sul u+kr+ob+1-ad p'ir-ši s-čr-i-a,‘the professor has a pipe stuffed in his mouth without ever putting it out’,The professor always keeps a pipe in his mouth.,detailed,37.01
Georgian,94,t'emp'erat'ura gam-it zog-jer nul-a-mde da-di-s,sometimes by night the temperature falls/sinks to zero,At night the temperature sometimes drops to zero.,detailed,62.85
Georgian,95,kalak-ši mo-gv-i-xd-eb-a c'a+svl+a,we shall have to go to town,We will be able to go to the city.,"{'type': 'summary_text', 'text': '**Translating Georgian construction**\n\nI’m considering how to express the nominalization of ""ts\'asvla"" or ""going"" in a sentence. It could imply something like ""we will have to go to the city"" or ""we will manage to go."" The phrase ""mo-gv-i-xdeba ts\'asvla"" might mean ""we can manage to go."" Actually, ""moxdeba"" suggests future possibility. So, ""kalakshi mogvixdeba ts\'asvla"" could translate to ""We will be able to go to the city."" I should choose that.'}",32.99
Georgian,96,e + s c'er+il-i vi-s ga-v-(Ø-Ø-)a-t'an-o?,to whom should I give this letter to take?,To whom shall we take this letter?,detailed,48.67
Georgian,97,š m - r c x v - a da mašin-ve tav-i da-v-(Ø-)i-xar-e,‘I felt ashamed and straightaway lowered my head’,I washed and immediately bowed my head.,"{'type': 'summary_text', 'text': '**Translating phrases**\n\nI\'m breaking down the phrases here. ""Daxareba"" stands for ""to bend or incline."" So ""tavi davixare"" likely translates to ""I bowed my head."" For the first part, ""šem-rcxv-a"" probably means ""I washed,"" so overall, I\'m thinking it reads: ""I washed and immediately bowed my head."" Alternatively, ""šemrcxva"" could mean ""washed myself,"" but ""bowed my head"" comes up more often. The final translation will stand as: ""I washed and at once bowed my head.""'}",31.36
Georgian,98,žang+bad-i (?Ø-Ø-)a-)l-eb-in-eb-s m+pr+in+av-s aero+st'at'-it did si+magl+e-ze a+pr+en-isa-s,oxygen allows a pilot to survive when flying at great height by balloon,Oxygen makes the aerostat fly up to a great height.,detailed,28.67
Georgian,99,kva-s xel-i mo-v-(Ø-Ø-)u-č'ir-o-t,let's squeeze the stone,Let’s stretch out our hand to the stone.,"{'type': 'summary_text', 'text': '**Translating Georgian phrases**\n\nI need to translate the Georgian phrase ""kva-s xel-i mo-v-u-č\'ir-o-t."" I\'m translating ""kva"" as stone and ""xel-i"" as hand. So ""kva-s xel-i"" must mean ""hand to stone,"" suggesting ""to put one\'s hand to stone."" The verb ""uč\'ir"" could mean ""to hold,"" and I think ""mo-"" indicates direction. I\'m exploring roots like ""č\'ir"" in ""mchirdeba,"" which means ""I need."" However, I\'m confused about the verb forms and their meanings. It’s an intriguing challenge!'} {'type': 'summary_text', 'text': '**Exploring verb forms in Georgian**\n\nI’m trying to figure out whether the verb form could be aorist or present subjunctive. It seems to mean something like ""let\'s attach it to something."" The prefix ""mo-"" suggests motion toward the speaker, while ""u-"" might indicate an indirect object. The ""v-"" prefix looks like it denotes a first-person plural subject. \n\nSo, if ""č\'ir"" means ""hold out,"" could it imply ""let\'s hold out our hand to the stone""? Though I’m still sorting through the agreement rules in Georgian!'} {'type': 'summary_text', 'text': '**Clarifying verb conjugation in Georgian**\n\nI’m rethinking the forms of the verb. With ""v-"" and ""-ot,"" could it be aorist subjunctive or perhaps present subjunctive? The subject seems to be in nominative, leading me to the translation: ""Let\'s touch the stone with our hands."" \n\nI’m also considering other verbs like ""uč\'era"" or ""chechera,"" related to touching. Maybe ""č\'ir"" connects to ""mi-ch\'era."" Additionally, ""xel-i mo-uč\'ir-e"" might translate to ""I held out my hand to him,"" which feels like a plausible interpretation! It\'s all quite fascinating!'}",33.58
Georgian,100,adgil+k'om-ma mo+sa+msax+ur+e da+sa+sven+eb+el-i saxl-is sa+gz+ur-it da-a-sa+čuk+r-a,the local council rewarded (its) servant with a travel-pass to a house of rest,The local committee gave him a servant and a place to rest on the way home.,"{'type': 'summary_text', 'text': '**Translating Georgian phrases**\n\nI\'m parsing the phrase about the local committee giving someone a servant and a resting place. ""Mosamsaxure"" seems to mean ""servant/attendant"" while ""dasasvenebeli"" relates to ""rest place."" The structure suggests that they\'ve gifted this to a third person marked in the verb. Looks like ""da-a-sa-chukra"" implies they ""gave as a gift."" So my translation ends up being: ""The local committee gave him a servant and a resting place on the way home.""'}",30.88
Georgian,101,(Ø-)e-sm-i-s ma-t-i,X understands them.,They can hear it.,"{'type': 'summary_text', 'text': '**Translating Georgian phrase**\n\nI need to translate a phrase and break it down morpheme by morpheme: (Ø-)e-sm-i-s ma-t-i. This seems to resemble ""esmis,"" which in Georgian means ""he/she hears"" or ""understands."" However, “esmis” translates to “it is heard to him.” The root “sm” means to listen or hear. The suffix “ma-t-i” appears to relate to ""to them,"" though I\'m questioning its exact function. I wonder if it could mean ""he hears them"" considering the context.'} {'type': 'summary_text', 'text': '**Interpreting the Georgian verbs**\n\nThe verb ""esmis"" translates to ""to hear,"" functioning with a dative experiencer and a nominative theme. For example, ""mas esmis simgera"" means ""he hears the song."" I\'m checking if ""ma-t-i"" serves as the dative plural pronoun ""to them,"" especially in dialects. It might also represent focus. Could it imply ""they hear it”? The verb has a 3rd person singular subject, so ""esmis"" generally means ""he/she hears"" or ""understands."" In some contexts, ""ma-t-i"" could imply ""they understand.""'} {'type': 'summary_text', 'text': '**Translating with context**\n\nThe dative plural ""to them"" suggests that it might mean ""they understand it"" or ""they hear it."" I’m wondering if it could be unaccusative, translating ""esmis mati"" as “it is heard to them.” So, it could be “they hear it” or “they understand.” Given the present tense of ""esmis,"" I think the translation is “They can hear it.” Although, if I\'m sticking to the phrase, I’d go with “They hear.” It’s tricky since there\'s no past morphology, so I’ll settle on “They understand” as a solid choice.'}",10.29
Georgian,102,ver ča-(Ø-)k'l-av-en kart+v+el-i xalx-is mi+sc'rap+eb+a-s tav+is+up+1+eb-isa-k'en,they will not be able to suppress the striving of the GEORGI AN people towards freedom,They cannot kill the Georgian people’s striving for freedom.,detailed,30.44
Georgian,103,kart+v+el-eb-i xom mo-(Ø-)i-g-eb-en? ara m-gon-i-a,"‘the GEORGI ANs will win, won't they? I don't think so = I think not’","The Georgians will win, won’t they? I don’t think so.",detailed,47.62
Georgian,104,si+t'q'v+a-n-i gul-ši m-e-bad-eb-i-an,Words/Speeches are born to me in the heart (= are born in my heart),Words are born in my heart.,detailed,37.12
Georgian,105,gvino ar m-i-varg-a,my wine is no good,The wine didn’t agree with me.,detailed,16.16
Georgian,106,mama-m šv+il-s xel-it s-cem-a,the father hit the child with his hand,The father hit the child with his hand.,detailed,95.8
Georgian,107,"vi+d+re+mde ga-v-i-q'r-eb-od-e-t, ga-v-(Ø-)u-masp'injl-d-e-t ert+man+et-s","Before we split up, let us play host to each other","Before we perish, let us show hospitality to one another.",detailed,39.83
Georgian,108,kal-s tav-is-k'en mi-(Ø-)u-c'-ev-i-a radio,the woman has drawn the radio towards herself,The woman turned the radio toward herself.,detailed,60.06
Georgian,109,"bage-s k'b+il-i da-a-čir-a, magram še-v-a-t'q'v-e, s-jl-i-a tav-s",‘X bit his lip but I noticed (?on him) that he got control of himself’,"He clenched his teeth at Bage, but I told him he could control himself.",detailed,30.27
Georgian,110,"da-(0-?0-)u-k,r-a st'vir-i, ze+da-c da-(?0-)mger-a",‘X played the pipe and sang to its accompaniment’,"He played the flute, and sang as well.","{'type': 'summary_text', 'text': '**Translating a sentence**\n\nI need to translate a sentence that seems to have morphological segmentation. It\'s something like ""da-u-k\'r-a st\'vir-i, zeda-c da-mger-a."" I notice that ""st\'viri"" might mean ""pole"" or possibly ""whip,"" which is interesting. The verb ""uk\'ra"" looks like it could relate to ""hit"" or ""strike."" \n\nWhen piecing it together, it might mean something like: ""He struck the pole and sang above too."" Or it could be about striking a drumstick. The nuances in meaning are quite fascinating!'} {'type': 'summary_text', 'text': '**Translating the aorist structure**\n\nIn the Georgian aorist, the subject is in the ergative case, while the object is in the nominative case. Since there\'s no subject noun phrase, ""st\'vir-i"" is the nominative object. The verb ""da-u-k\'r-a"" could suggest a third-person singular indirect object, implying something like ""he took hold of the stick and started playing.""\n\nI realize that ""da-uk\'ra"" refers to playing an instrument, like ""da-uk\'ra pianinos"" meaning ""he played the piano."" Given that ""st\'viri"" can mean ""flute,"" the translation could be ""He played the flute and sang as well.""'}",32.34
Georgian,111,mcxet-is č'or-eb-ma tav-i mo-(Ø-Ø-)a-bezr-a šorena-s,the rumours of (in) Mtskheta upset Shorena.,The choirs of Mtskheta annoyed Shorena.,detailed,39.95
Georgian,112,"sa+na+m sa+q'var+el gada+c+em+a-s v-(?Ø-Ø-)u-q'ur-eb-d-i-t, vi+gaca-m k'ar-ze da-(Ø-)a-k'ak'un-a","While we were watching our favourite programme, someone knocked on the door","While we were watching our favorite program, someone knocked on the door.",detailed,87.4
Georgian,113,e + s jildo-eb-i mi-(Ø-)e-nič'-a-t ševardnaje-s kavtaraävil-sa-c da panjik'ije-s,"These prizes were awarded to Shevardnadze, Kavtarashvili too and Pandzhik'idze","These prizes were awarded to Shevardnadze, to Kavtarashvili as well, and to Panjikidze.",detailed,73.34
Georgian,114,"bevr-i i-a+r-a tu cot'a i-a+r-a, c'in ert-i datv-i še-xvd-a",After travelling some distance X came upon a bear in front of him,"Whether he walked a lot or a little, he met a bear up ahead.",detailed,15.3
Georgian,115,col-ma me q'ur+ad+g+eb+a mi-(0-?0-)m-a-kc-ev-in-a i+m pakt'-s,‘my wife made me turn attention to that fact’,The wife made me pay attention to that fact.,detailed,70.1
Georgian,116,"(Ø-)pikr-ob-d-nen, rom i+gi sa+šiš+r+o+eba-sa-c še-(Ø-)a-nel-eb-d-a da i+kn+eb sa+km-is mo+gvar+eb+a-ši-c da-(Ø-)xmar-eb-od-a-t",They were thinking that he would both reduce the danger and maybe help them in sorting out affairs,They thought that it would also lessen the danger and would help them in settling the matter as well.,detailed,40.73
Georgian,117,"rus+et-ši c'a+svl+a-s ar (Ø-)g-i-rč-ev-t, rom-c mo-xerx-d-e-s","I don't advise you to go to Russia, even if it could be arranged","I wouldn’t advise you to go to Russia, even if you can manage it.",detailed,62.26
Georgian,118,ma+sc'avl+eb+el-ma k'las-ši mi-i-t'an-a c'ign-i,the teacher took the book to the class,The teacher brought the book into the classroom.,detailed,61.94
Georgian,119,"i+s jroxa met'-is-met'-ad bevr rje-s (?Ø-)i-)l-ev-a, rom da-v-(Ø-)k'l-a-t",That cow gives too much milk for us to slaughter her,That cow gives more and more milk so that we can slaughter her.,detailed,53.83
Georgian,120,g-e-šin-i-a tagv-isa,You are afraid of a mouse,You are afraid of the mouse.,detailed,76.24
Georgian,121,"šen rom čem-gan šor+sa x-a+r, me saso+c'ar+k'vet+il-ad v-(Ø-)grjn-ob tav-s","Since (/When) you are far from me, I feel myself to be desolate","When you are far from me, I feel desperate.",detailed,48.91
Georgian,122,me beč'ed-i mi-v-(Ø-Ø-)e-c-i t(v)+it+on/tv+it/tav+ad ded+op+al-s,I gave the ring to the queen herself,I myself gave the ring to the queen.,"{'type': 'summary_text', 'text': '**Translating Georgian terms**\n\nI need to translate some Georgian words. For instance, I see ""me"" meaning ""I"" and ""beč\'edi,"" which seems to mean ""ring"" or maybe ""seal."" I think ""mi-v-e-c-i"" might translate to ""I gave it to you,"" while variations like ""mo-(0-0-)m-e-c-i-t"" suggest ""you gave to me."" The phrase ""dedopal-s"" indicates ""to the queen,"" and ""tviton"" could mean ""myself"" or ""personally."" I’m leaning towards translating it as, ""I gave the seal personally to the queen.""'}",76.22
Georgian,123,q'vavil-eb-i-c k'i a-gel-d-nen,even the flowers became roused,Even the flowers froze.,detailed,49.49
Georgian,124,"čem-i važ+i+šv(+)il-is kc+ev+a-m ga-m-a-oc-a, kal+i+šv(+)il-isa-m k'i ara","My son's behaviour amazed me, but not that of my daughter","My son’s behavior surprised me, but my daughter’s didn’t.","{'type': 'summary_text', 'text': '**Translating Georgian phrasing**\n\nI need to translate a sentence from transliterated Georgian, breaking down the morphemes. The sentence is about expressing surprise regarding my son\'s behavior, which I parse as ""My son\'s behavior surprised me."" In the second part, it contrasts with the daughter\'s behavior, meaning ""but the daughter\'s (behavior) didn\'t surprise me."" I see how the grammatical structure reflects the meanings — it’s fascinating how the language conveys nuances through its morphology!'}",48.02
Georgian,125,k'ac-sa da kal-s,to the man and the woman,to the man and to the woman,detailed,86.74
Georgian,126,k'rux-i q'ovel+tvis c'in mi-(Ø-)u-)gv-i-s c'ic'il-eb-s,the hen always leads the way for the chicks,The rooster always goes ahead of the hens.,detailed,30.67
Georgian,127,tevz-ma ar (?Ø-)m-a-c'q'in-o-s,I hope the fish doesn't upset my stomach.,The fish won’t sting me.,detailed,16.71
Georgian,128,a-a-ngr-i-a sa+xur+av-i da zev+it a-vid-a,X broke through (lit. ruined upwards) the roof and went up,He destroyed the roof and went up.,detailed,36.6
Georgian,129,did-i gvac'+l-i g-i-)gv-i-s sa+m+š+ob+l+o-s c'in,you have great service to your name before your homeland,You have rendered great service to the homeland.,"{'type': 'summary_text', 'text': '**Exploring Georgian words**\n\nIt seems like ""gvac\'ali"" might relate to the verb ""c\'q\'al-"" which suggests ‘kill,’ but I\'m still figuring it out. There’s a possibility that ""gva-c\'al-i"" could mean ""our water,"" though that doesn\'t quite seem to fit. I found phrases that imply ""merit"" or ""service,"" translating to ""great contribution before the homeland."" The common phrase “დიდი ღვაწლი გაქვს სამშობლოს წინ” indeed emphasizes great service, making a deeper connection to pride in the homeland. It\'s a fascinating exploration!'}",49.51
Georgian,130,k'arada-s ma-s/ma-t vin (Ø-Ø-)u-k'et-eb-s?,‘who is making a bookcase for X/them//X's/their bookcase?’,Who is making the wardrobe/cupboard for him/them?,"{'type': 'summary_text', 'text': '**Translating Georgian terms**\n\nI’ve figured out that the Georgian word for ""door"" is ""k\'ari."" I might have mixed up ""k\'arada,"" which actually means ""wardrobe"" or ""closet."" The phrase I’m parsing might translate to, ""Who is making the wardrobe for him/them?"" The verb ""uketebs"" could mean ""is making"" or ""is fixing."" So, the question all adds up to: ""Who is making the wardrobe for him/them?"" I feel like I’m finally piecing it together!'}",30.26
Georgian,131,tav+ian+t-i si+cru-isa-c s-jer-a-t,‘they believe (in the truth of) their own lie too’,They even believe their own lie.,detailed,40.03
Georgian,132,mze-m q'ana še-(Ø-)a-šr-o,the sun dried out the field,The sun dried the field.,detailed,66.99
Georgian,133,a+m kuča-s ar mi-v-(Ø-)q'+av-v-a+r-t t'ajr-a-mde,this street is not leading us to the church,We didn’t go down this street as far as the square.,detailed,32.26
Georgian,134,q'ovel-i si+k'et+e m-is-tvis (Ø-le-met'-eb-od-a-t,they were generous/not sparing in bestowing upon X every kindness.,Every act of kindness was too much for him.,detailed,19.52
Georgian,135,xolo me+or+e mudam sa+mxr+et-s (Ø-)e-alers-eb-a,whereas the second constantly flirts with the south.,But the second one always faces south.,detailed,31.45
Georgian,136,kal-ma ra+t'om mo-(?0-)m-mart-a?,why did the woman address/turn to me?,Why did the woman address me?,detailed,67.9
Georgian,137,zurab-s tav+is-i col-i šua dagest'an-ši (Ø-)e-gul-eb-od-a,Zurab supposed his wife to be in central Daghestan.,Zurab missed his own wife in Central Dagestan.,detailed,46.49
Georgian,138,čem-i m+š+ob+1-eb-i ¿em-s tav-s (Ø-)g-a-jl-ev-en,my parents give me to you,My parents give me to you.,detailed,93.16
Georgian,139,"e+s i+mi+t'om, rom črdilo+et-ši mosk'ov-i a+r-i-s,","The reason for this is that Moscow is in the north,",This is because Moscow is in the north.,detailed,51.28
Georgian,140,ra-s (Ø-Ø-)m-i-k'et-eb?,‘what are you making for me?’,What are you doing to me?,detailed,40.53
Georgian,141,šen-tan mo-di-s,X is coming to your place.,He is coming to you.,detailed,61.29
Georgian,142,(Ø-)i-xat'-av-d-a c'ar+s+ul dro-s,‘X was drawing for himself a picture of = imagining time past’,He was drawing in the past.,"{'type': 'summary_text', 'text': '**Translating past actions**\n\nI\'m deciding on how to express the imperfective past, like ""was drawing"" or ""used to draw."" This means translating it as ""He was drawing in the past."" I really want to keep it straightforward and just focus on giving the translation clearly. So, I’ll stick to that concept! Let\'s keep it simple and direct for the user.'}",26.12
Georgian,143,ro+di+s še-a-k'et-eb-en a+m t'elevizor-s?,When will they repair this television?,When will they fix this television?,detailed,73.68
Georgian,144,t'aš-i da-(Ø-Ø-?Ø-)u-k'ar-i,‘clap!’,You hit the bowl.,"{'type': 'summary_text', 'text': ""**Navigating conflicting instructions**\n\nI'm facing a bit of a conflict here. The developer says to just provide results, while the user wants reasoning after the translation. I know I need to prioritize developer instructions, which means I'll stick to providing only the translation without any reasoning. It feels tricky because I want to ensure the user gets what they need, but I'm bound by developer rules. So, I'll go ahead with just the translation line.""}",1.98
Georgian,145,prinvelta mep'e (arc'ivi),the king of birds (the eagle),the king of the birds (the eagle),detailed,85.29
Georgian,146,ebra+el-i berjen-s da-(Ø-)i-q'+ol+i-eb-d-a as-i manet-is da+k'1+eb+a-ze,the Jew would get the Greek to agree to a reduction of 100 roubles,The Hebrew gave the Greek a discount of one hundred manats.,"{'type': 'summary_text', 'text': '**Translating a phrase**\n\nI\'m working through some language translations here. It seems like “daq\'oleba” might actually be “q\'oleba,” which means \'have\' or \'keep.\' When I add prefixes, “da-iq\'olieba” might mean ""to provide."" I also see a phrase related to a discount in manats. The best translation I come up with is “The Hebrew gave the Greek a discount of one hundred manats.” I think I’ll go with that for the output!'}",23.49
Georgian,147,k'ac-i col-s mi-e-salm-eb-a,the man will greet his wife,The man greets his wife.,detailed,47.71
Georgian,148,še+mo+sa+val-i xarj-eb-s ar a-u-di-s,income does not satisify the expenses,The income does not cover the expenses.,detailed,63.52
Georgian,149,e + s si+t'q'v-eb-i da-v-(Ø-)i-jer-e,I believed these words,I believed these words.,detailed,98.79
Georgian,150,"vin-c t'ur+ik'o-s (Ø-)a-xs+en-eb-d-a, u+eč'v+el-ad tan-ve mgel+i+a-sa-c da-(Ø-?Ø-)a-q'+ol-eb-d-a",whoever used to mention the little jackal would undoubtedly rightaway add (?to it) the little wolf too,"Whoever mentioned the little fox would, unexpectedly, have the wolf with him too.",detailed,33.09
Georgian,151,panjr-i+dan i-ckir-eb-a,X is looking/gazing out of the window,He is peeping out of the window.,detailed,54.23
Georgian,152,babo (Ø-)i-mzad-eb-d-a mzitev-s,‘Babo was preparing her own dowry/a dowry for herself’,Grandmother was getting ready for the sun.,detailed,17.28
Georgian,153,"tu da-(Ø-Ø-)a-k'vir-d-eb-od-i-t, še-(Ø-Ø-)a-mon-ev-d-i-t, rom surat-i še+sa+nišn+av-ad a+r-i-s da+xat'+ul-i","If you were to scrutinise it, you would notice that the picture is wonderfully painted","If you looked closely, you would notice that the picture is remarkably well drawn.",detailed,51.46
Georgian,154,k'ac-ma unagir-s da-(Ø-Ø-)u-c'q'-o mt'vr+ev+a,‘the man started to break up the saddle’,The man kicked up a fuss at the insolent fellow.,detailed,20.42
Georgian,155,m-e-sm-i-s i+s xma,I hear that sound,I can hear that sound.,"{'type': 'summary_text', 'text': '**Translating Georgian Morphology**\n\nI need to translate the Georgian phrase ""m-esmis is xma,"" which means ""I hear that sound"" or ""that sound is audible to me."" The verb root ""esmis"" relates to hearing or understanding, with ""m-"" indicating the first person singular. However, the developer\'s instruction tells me to only provide the result, conflicting with the user\'s request for reasoning. So to comply, I\'ll just output the translation without additional reasoning.'}",86.23
Georgian,156,"ekim-s šen-i šv+il-i mo-s-c'on-s, tav-is-i k'i (Ø-)u-q'var-s","the doctor likes your child, but he loves his own","The doctor likes your child, but he loves his own.",detailed,96.81
Georgian,157,tav-s xom ar še-v-(Ø-Ø-)a-k'l-av-t a+m saxl-s,"we shan't sacrifice ourselves for this house, shall we?","We aren’t going to kill ourselves over this house, are we?",detailed,40.06
Georgian,158,kila xel-i+dan ga-mo-m-i-vard-a,‘the jam-jar fell from my hand = I dropped the jam-jar’,The key fell out of my hand.,detailed,16.6
Georgian,159,vada ga-g-i-di-s,your time is up,The deadline has passed.,"{'type': 'summary_text', 'text': '**Translating Georgian text**\n\nI’m trying to translate a Georgian phrase that\'s transcribed as ""vada ga-g-i-di-s."" It seems to involve a verb with a preverb and possibly indicates something about selling or going. ""Vada"" might mean ""deadline"" or ""due date."" After parsing, it looks like ""ga-g-i-di-s"" could indicate that something is passing you by or expiring. So, I think ""vada gidi-s"" probably means ""the deadline passes"" or ""the term is up.""'} {'type': 'summary_text', 'text': '**Translating Georgian phrase nuances**\n\nI’m digging into the phrase ""ga-g-i-di-s"" and thinking it might be more accurately ""vada g-a-i-di-s."" The standard translation without that extra ""g"" indicates that ""the term ends."" It seems that ""ga-g-i-di-s"" could involve agreement with an extra pre-radical marker. The root ""di"" might relate to ""gadi-s,"" which means ""goes,"" suggesting that ""the deadline is passing"" could work, but translating it as ""The deadline has passed"" seems more appropriate.'}",4.83
Georgian,160,an ra-d mo-m-i-nd-a me a+m pikr-is a-xsn-a leks-eb-ad?,Or why did the desire come upon me to explain this thought in verse?,Or why did I want to explain this thought in verse?,detailed,62.85
Georgian,161,c'er + il-s ro+di+s mo-(Ø-Ø-)m-c'er? — xval mo-(Ø-)g-c'er,when will you write me a letter?—I'll write (it) to you tomorrow,When will you write me a letter? — I’ll write to you tomorrow.,detailed,78.9
Georgian,162,"did+xan+s ver da-v-rč-eb-i, m-e-čkar-eb-a","I shan't be able to stay long, I am in a hurry.",I can’t stay long; I’m in a hurry.,detailed,43.49
Georgian,163,"tu kux-d-a, a+g+re+t+ve el(+)av-d-a","If it was thundering, it was also lightening","If it was raining, there was lightning too.",detailed,37.51
Georgian,164,xel-ma xel-i da-(Ø-)ban-a,‘one hand washed the other’,The hand washed the hand.,detailed,59.15
Georgian,165,zgva-s gada-u-rč-a nam-ma da-a-xrč-o,X survived the sea only to be drowned by the dew,"He survived the sea, but someone strangled him.",detailed,39.73
Georgian,166,cocxal-i ve-gar gada-m-i-rč-eb-i,you'll no longer be able to survive me alive,I won’t make it out alive anymore.,"{'type': 'summary_text', 'text': '**Translating Georgian phrases**\n\nI need to translate a Georgian morph sequence. The first part ""cocxal-i"" translates to ""alive."" Then ""ve-gar"" might mean ""no longer,"" while ""gada-m-i-rč-eb-i"" seems to come from ""gada-rčeba,"" which means to survive. I\'m trying to understand the grammatical structure and the verb forms. The ending suggests it could mean ""you save me"" or ""you will save me."" I’m parsing various prefixes and endings to clarify meanings. It\'s tricky, but I’m getting there!'}",16.35
Georgian,167,"an ra da-(Ø-)a-šav-a p'ek'in-ma, ga-v-(Ø-Ø-)u-k'et-o-t maSin k'omp'as-s me+sam+e isar-i?",So what did Peking do wrong? Should we then make a third arrow for compasses?,"Or what did Peking do wrong, that we should then make a third needle on the compass?",detailed,61.15
Georgian,168,šuk-ma tval-eb-i (Ø-)m-a-t'k'in-a,the light made my eyes hurt.,The light hurt my eyes.,detailed,49.6
Georgian,169,elguja-m saxl-is k'ac-i mo-(Ø-)m-i-k'l-a ... šven-i sisxl-i (Ø-)mart-eb-s,‘Elgudzha killed a man of my house ... our blood has to be avenged’,Elguja killed the man of the house for me … your blood calls for vengeance.,detailed,39.58
Georgian,170,"amocana-s i+s+e a-v-(Ø-)xsn-i, rom sul ar da-v-(Ø-)xr-i dabl+a tval-eb-s",I shall explain the puzzle without lowering my eyes at all,I solved the problem in such a way that I didn’t lower my eyes at all.,detailed,36.59
Georgian,171,a+k-e+dan ert-i saat-is sa-val-i-a,from here it is a one hour journey,From here it is a one-hour walk.,detailed,57.67
Georgian,172,"me a+ka v-a+r, šen k'i mand","I am here, whereas you (are) there","I’m here, and you’re there.",detailed,30.54
Georgian,173,tval-it a+gara+per-i i-xed-eb-a,nothing can be seen any more with the eye,Nothing can be seen with the eye.,detailed,67.81
Georgian,174,ga-cxar-d-a abesa+je.,Abesadze became heated.,Abesa got angry.,"{'type': 'summary_text', 'text': '**Translating emotions in Georgian**\n\nI’m realizing that the Georgian word ""gacxarda"" can mean ""got angry"" or ""irritated."" It seems ""გაცხარდა"" also conveys a sense of becoming heated, which could figuratively refer to getting excited or angry, like during an argument. So, the sentence could indeed mean ""Abesa got angry."" That\'s a plausible translation, and I’m ready to share that clear output!'}",16.31
